balcony,bathroom_number,bedroom_number,construction_year,describtion,energy_certificate,garage,heater,internetspeed_maximum,living_space,object_condition,power_consumption,property_type,room_number,total_price
,," 1 , 1 ",1965,"„Wohnen mit Lebensqualität“
Gemeinschaft,  Freizeitgestaltung, Erholungsflächen, Natur, gute Speisen!

Die Wohnung befindet sich im 6. Stock in Südausrichtung mit einem neu sanierten breiten Balkon und herrlichem Bergpanoramablick.
Eine Liftanlage ist im Haus vorhanden, die 2012 erneuert wurde.

Seit November 2011 ist die Wohnung an einen jungen Mann mit jetzt 36 Jahren vermietet, der gerne dort wohnen bleiben möchte. Die Arbeitsstelle ist mit dem Fahrrad in 10 Minuten erreichbar und er schätzt die Abende am Pool, die Pizzeria, die Freiheit und den Naturbezug dieser Wohnanlage. „Eine selten schöne Gegend“ meint er. 

Monatliche Nettokaltmiete 650,-- €
Die Nettokaltmiete wurde im März 2019 um ca. 30,-- € erhöht, monatliche Nebenkostenvorauszahlung 100,-- €

Vorwiegend bewohnen Eigentümer diese Wohnanlage, mehr Eigentümer als Mieter. Derzeit findet ein Generationswechsel statt, inzwischen gibt es auch viele junge Leute im Haus.

1965 wurde die Wohnanlage erbaut, großzügig mit breiten Fluren und großem Treppenhaus, belichtet mit künstlerisch gestalteten Glasfassaden.
Die Architektur der 60er Jahre wird inzwischen mehr wertgeschätzt, die Qualität dieser Bauzeit wieder entdeckt.

Der Rücklagenstand in dem Haus wird aufgebaut, ca. 30.000,-- € sind derzeit vorhanden. Sonderumlagen hat es in der Vergangenheit gegeben.
Es wurden aus den Sonderumlagen und den Rücklagen die Balkone und die Fassade saniert. Der Lift erneuert, Schwimmbad saniert, Betonschäden behoben und Malerarbeiten durchgeführt.

Lt. Wirtschaftsplan 2019 beträgt die Jahreswohnlast 1953,23 €.
Die umlagefähigen Nebenkosten 1094,43 €, nicht umlagefähige Nebenkosten 450,20 €.
Die Zuführung zu den Rücklagen 420,-- €, plus Einnahmen Parkplatz und Einnahmen Lokal.
Eine Sonderumlage in Höhe von 4.450,-- € war 2018 für die Instandhaltung notwendig.", Zentralheizung ,,, 100 MBit/s , 36 m² ,, Öl , Etagenwohnung ," 1,5 ", 
,," 1 , 1 ",1972,"Die großzügige, gepflegte 1-Zimmer-Eigentumswohnung befindet sich im 3. Obergeschoss (großer Lift), einer im Jahre 1972 erstellten, ruhigen und grünen Wohnanlage. 
Hochwertig gefliestes Bad mit Badewanne und Duschvorhang, WC und Waschbecken. 
In der Diele bieten ein großer Einbauschrank und ein aufklappbarer Schuhschrank jede Menge Stauraum. 
Durch die große Fensterfront mit Isolierverglasung ist der Wohnbereich sonnig und lichtdurchflutet. Vom  geräumigen Süd-West Balkon hat man einen schönen Ausblick ins Grüne. 
Die separate, zweckmäßig ausgestattete Küche mit Herd und Backofen hat ein großes Fenster Richtung Süd-West. Durch Vorhang abgetrenntes Schlafen, in dem ein größeres Bett und ein zusätzlicher Schrank Platz haben. 
Zur Wohnung gehören ein Tiefgargen-Einzelstellplatz und ein separates Kellerabteil. Ein Wasch-/Trockenraum und ein großer Fahrradkeller, mit breitem Aufgang ins Freie, stehen zur Verfügung.
Das Wohngebäude wurde vor 2 Jahren komplett neu renoviert. 
",, 1 Tiefgaragen-Stellplatz ,, 100 MBit/s , 35 m² ,,, Etagenwohnung , ab sofort , 
,," sofort , sofort ",,"Genau gegenüber von Pullach an der Iser befindet sich diese wunderschöne Wohnung. Sie suchen eine Wohnung die Ihren persönlichen Ansprüchen an Lage und Ausstattung gerecht wird? Das gewissen „Etwas“, möglichst als „ All inclusive Paket“, sollte nicht fehlen? Sie sind fündig geworden!

Ihr neues Domizil befindet sich in perfekter Lage in einem ruhigen, sehr beliebten und exklusiven Wohngebiet nahe der Isar in einer ruhigen Seitenstraße des südlich von München gelegenen Stadtteils Grünwald. Die hervorragende infrastrukturelle Anbindung an den öffentlichen Nahverkehr, die schnelle Erreichbarkeit wichtiger Verkehrswege sowie die Nähe zu Geschäften, Schulen, Kindergärten, Restaurants und kulturellen Einrichtungen wird Ihnen gefallen.

Die im 1. Obergeschoss eines sehr gepflegten, in klassisch-modernem Baustil im Jahre 1981  errichteten Mehrparteienhauses gelegene Wohnung ist eine von insgesamt sechs Wohneinheiten. Die ca. 122 m² große Wohnung besticht durch ihre hervorragende Aufteilung und die qualitativ hochwertige und stilvolle Ausstattung. Der große Wohn-Essbereich ist lichtdurchflutet und bietet Ihnen Zugang zu einem der beiden schönen Sonnenbalkone. Drei weitere gut geschnittene Räume (übrigens ebenfalls alle mit Zugang zu einem der Balkone), die moderne Einbauküche und das hochwertig sanierte Bad mit bodengleicher, großer Dusche und Fußbodenheizung, sowie ein praktisches Gäste-WC, werden Sie begeistern! Hoch- und neuwertige Bodenbeläge, die moderne und stilvolle Ausstattung von Bad und Gäste-WC sowie die bereits vorhandene schöne Einbauküche ermöglichen Ihnen den Einzug ohne weitere Investitionen. Der große Kellerraum und ein eigener Hobbyraum, der durchaus als Büro geeignet ist, vervollständigen dieses attraktive Angebot. Ein Stellplatz kann evtl. separat angemietet oder käuflich erworben werden. 

Zu einem Kaufpreis von 935.000.-€ werden Sie neuer Eigentümer dieser gepflegten Wohnung. 

Haben wir Ihr Interesse geweckt? Gerne sind wir bei Fragen oder dem Wunsch zu besichtigen für Sie da!  Die Wohnung ist frei und kann sofort selbst genutzt oder vermietet werden.

Zögern Sie nicht, uns zu kontaktieren! 
Wir beantworten gerne Ihre Fragen und vereinbaren einen Besichtigungstermin für Sie.
Tel: +49 6257 944 74 34",, 3 ,,," 122,5 m² ",,, Etagenwohnung , 25 m² , 
,," 3 , 3 ",1972,"Diese freundliche Wohnung im fünften OG steht ab sofort zum Verkauf. Auch ein Badezimmer und ein separates Gäste-WC zählen neben drei schönen Zimmern zu dem Apartment. Das Objekt ist bequem über einen Fahrstuhl zu erreichen. Bei der Heizungsart der Eigentumswohnung, die sich in einem 1972 erbauten Haus befindet, handelt es sich um eine Holz-Pelletheizung. Ein aktueller Energieausweis liegt vor. Das monatliche Hausgeld beträgt 453,00 €. Zur Wohnung gehört auch ein großer Süd-Balkon. Ihnen stehen außerdem eine Einbauküche, ein Kellerraum  sowie ein TG-Stellplatz zur Verfügung. Es fällt keine Provision an.", Holz-Pelletheizung , 1 Tiefgaragen-Stellplatz ,, 100 MBit/s , 77 m² ,, Holz-Hackschnitzel , Etagenwohnung , ab sofort , 
,," sofort! , sofort! ",,"Eine aussergewöhnliche, lichtdurchflutete 2-Zimmer Dachgeschosswohnung mit sonniger 7,5qm Dachterrasse erwartet Sie.

Die Wohnung liegt ruhig, zum grünen Innenhof zu gewandt, in einer sehr gepflegten hochwertigen Wohnanlage die vorwiegend von Eigentümern bewohnt wird.

Wohnung, Gebäude und Aussenanlagen wurden laufend Renoviert und Instand gehalten.

Zum Ortszentrum und zur S1 Unterschleißheim-Lohhof gelangt man in weniger als 5min. zu Fuß.

Der grosszügige Wohnungsschnitt mit teils über 3m Raumhöhe und schönem Blick von allen Wohnräumen in die grüne Umgebung wird Sie begeistern. 

Ein geräumiges, uneinsehbares Kellerabteil und der Treppenhausnahe Einzel-Tiefgaragenstellplatz sorgen für Stauraum und einen gut zugänglichen Platz für Ihr Fahrzeug.

Gemeinschaftsräume wie Trocken- Fahrradräume und KFZ-Waschplatz sind in der modernen, durchdachten Wohnanlage selbstverständlich zusätzlich vorhanden.",, 1 ,,," 60,13 m² ",,, Dachgeschoss , 15 m² , 
,," 1 , 1 ",1984,"Die von uns angebotene Maisonette-Wohnung befindet sich in zentraler Lage von Ottobrunn, an der der unmittelbaren Grenze zu Riemerling.

Das 1. Obergeschoss verfügt über ein großzügig geschnittenes Wohnzimmer mit offener Küche (funktionale EBK vorhanden), einem nach Süden ausgerichteten kleinen, überdachten Balkon sowie ein Bad mit Dusche und WC. Ein kleiner Abstellraum ist hier ebenfalls vorhanden.
 
Eine gemauerte Treppe führt in das Dachgeschoss. 

Diese im Dachgeschoss als ""Abstellraum"" und ""Hobbyraum"" ausgewiesenen Räume verfügen ebenfalls über Parkettböden und Heizung.  Des Weiteren befindet sich im Dachgeschoss ein nachträglich eingebautes Badezimmer mit Badewanne, WC und Waschmaschinenanschluss.  Bei den Räumen im Dachgeschoss handelt es sich um keine Aufenthaltsräume - siehe Grundriss.
", liegt vor ,,, 100 MBit/s , 40 m² ,, Bedarfsausweis , Etagenwohnung , 35 m² , 
,," 2 , 2 ",1993,"Bei dieser ansprechenden Immobilie handelt es sich um eine gepflegte EG-Wohnung. Zu der Wohnung zählen zwei Zimmer. Das Baujahr des Hauses ist 1993. Eine Besonderheit ist, dass es nicht nur eine Terrasse gibt, sondern Sie auch den Garten am Haus zu Ihrer Alleinnutzung haben. Die Wohnung hat zwei Badezimmer. Zur Verfügung steht Ihnen außerdem eine Garage und ein Stellplatz vor der Garage. Derzeit ist die Eigentumswohnung zu einem monatlichen Mietpreis von 880,00 € vermietet. Die Miete wurde seit 2009 nicht erhöht. ",,,, 50 MBit/s , 74 m² ,,, Erdgeschosswohnung , 2 , 
,," 2 , 2 ",1994,"Diese schöne zwei Zimmer Wohnung befindet sich in sehr beliebter Lage von Planegg.
Die Wohnung wurde in den letzten Wochen generalsaniert. Die Böden im Flur, im Schlafzimmer, im Wohnzimmer/ Küche sind aus Vollholz Parkett in Eiche. Es wurden großzügige Dielen verlegt. 
Die offene Wohnküche wurde komplett erneuert. Die Fronten sind aus weißem Lack, Einbaugeräte wie Kühlschrank, Backofen, Ceranfeld, Dunstabzugshaube und Geschirrspülmaschine sind vorhanden. Abgerundet wird das ganze von einer edlen Granit Arbeitsplatte.
Das großzügige Tageslichtbad ist mit einer bodentiefen Dusche, luxuriösen Armaturen, Echtglas, modernem Waschtisch mit Unterschrank, passgenauem Spiegel und Handtuchtrockner-Heizkörper ausgestattet.
Sicherlich ein Highlight dieser Wohnung ist der etwa 150 qm große Garten. Rundum begrünt und gepflegt, eine richtige kleine Oase! Komplett eingezäunt mit einem kleinen Törchen. Abgerundet mit einer neuen Holzterrasse aus Bambus.
Die Wohnung verfügt über ein gemauertes Kellerabteil, daß 6 qm bemisst.
Im Keller befindet sich außerdem ein Waschkeller und eine Möglichkeit das Fahrrad trocken zu lagern.
Der Duplex Parkplatz ist Anfang des Jahres aufwendig saniert worden.
Bitte keine Makler Anfragen!
Nur von privat an Privat", liegt zur Besichtigung vor , 1 Duplex-Stellplatz ,, 100 MBit/s , 49 m² ,,, Erdgeschosswohnung , ab sofort , 
,," 3 , 3 ",2004,"- ruhig und sonnig
- 1.OG ohne Aufzug
- nur 6 Wohnungen im ganzen Haus und 2 pro Etage", liegt vor , 1 Tiefgaragen-Stellplatz ,, 100 MBit/s ," 103,84 m² ",, Verbrauchsausweis , 1 von 2 , 4 , 
,," 4 , 4 ",2000,"Die gepflegte, helle 91 qm Wohnung (Baujahr 2000) befindet sich im 1. Stock einer Mehrfamilien-Anlage. Die Häuser haben insgesamt 3 Stockwerke ohne Aufzug. Betreut wird die Anlage durch eine Hausverwaltung. Sie können das Objekt provisionsfrei von privat erwerben.", Fernwärme , 1 Tiefgaragen-Stellplatz ,, 50 MBit/s , 91 m² ,, liegt zur Besichtigung vor , Etagenwohnung , 01.12.2019 , 
,," 2 , 2 ",2016,"DESIGN trifft auf ELEGANZ

Die perfekt geschnittene, großzügige 2-Zimmer-Wohnung beeindruckt sofort durch ihre ruhige, selbstverständliche Eleganz. Klare Linien und hochwertigste Materialien schaffen ein Umfeld, in dem man sich direkt wohl- und zuhause fühlt.

Der großzügig geschnittene Wohn-/Essbereich, von dem aus man auch den großzügigen Balkon betritt, bildet dank der offenen Küche automatisch den Mittelpunkt der Wohnung: Hier möchte man gerne mit Freunden und der Familie bei einem guten Glas Wein und einem herrlichen Essen den Tag Revue passieren lassen, oder im Sommer auf dem schönen großzügingen Balkon, unter freiem Himmel, vom Alltag ausspannen. 
Im Masterbedroom kann man - dank des großen Fensters - beim Aufwachen auf Wunsch den Blick ins Freie genießen, und auch das Bad mit seinem ausgefallenen Design, separater Dusche und Badewanne lässt einen mit einem guten Gefühl in den Tag oder die Nacht starten. Die gesamte Immobilie ist ein exklusive Unikat aus hochwertigsten Materialien und mit namhaften Firmen fertig gestellt worden und befindet sich in einem hervorragenden Zustand.
Die Wohnung verfügt ausserdem über ein geräumiges Kellerabteil und einen TG-Einzelstellplatz, auf welchem selbst ein großer SUV Platz findet.

Auch die Natur kommt hier nicht zu kurz: 
Im Riemer Landschaftspark, der direkt neben der Wohnung gelegen ist, finden sich neben dem ca. 10 Hektar großen Badesee mit unterschiedlich gestalteten Uferbereichen, weitläufige Wege durch eine blütenreiche Wiesen- und Parklandschaft. 
Ein Hügel im Nord-Osten des Sees bietet eine herrliche Aussicht über die Münchner Ebene bis zu den Alpen, und ist im Winter bei den Kindern als Rodelhügel sehr beliebt. 

Verschaffen Sie sich selbst ein Bild davon, wie angenehm Wohnen in dieser Umgebung sein kann!", liegt vor , 1 ,, 100 MBit/s , 94 m² ,, Bedarfsausweis , Etagenwohnung , nach Vereinbarung , 
,," 5,5 , 5,5 ",1993,"Ein echtes Kleinod für Natur-Liebhaber: mehrere Holz-Terrassen und ein einzigartiger, überdachter Freisitz direkt am Ismaninger-Seebach laden zum Entspannen, Seele baumeln lassen und natürlich zum Grillen ein - und das in absolut privater Atmosphäre.

Die Wohnung selbst ist großzügig geschnitten und verfügt zusätzlich über einen eigenen, nach Süden ausgerichteten 90 qm großen Garten inklusive Geräteschuppen.

Im Erdgeschoss verfügt die Wohnung über 3,5 Zimmer: Essbereich in der Küche, großes Wohnzimmer, Schlafzimmer ein ein weiteres Schlafzimmer resp. Arbeitszimmer. Ein Außen-Bad mit Wanne und Dusche, ein Gäste-WC mit Fenster sowie eine großzügige Diele runden das Wohnangebot des Erdgeschosses ab. Mit Ausnahme der Sanitärberiche sind alle Zimmer mit Eichen-Vollparkett ausgelegt.

Der Kellerbereich bietet ebenfalls zwei mit Eschenholz ausgelegte Zimmer/Hobbyräume, die zu Wohnzwecken geeignet sind, einen begehbaren Schrank und ein weiteres Duschbad mit Toilette und Fenster.

Die Wohnfläche beträgt 110qm, die gesamte Wohnnutzfläche 144qm. 

Ein Tiefgaragenstellplatz ist mit der Wohnung zu erwerben, ein zweiter Stellplatz steht optional zur Verfügung. 

Im Keller steht ein Gemeinschaftsraum zur Verfügung in welchem Waschmaschine und Trockner aufgestellt werden können (mit jeweils separaten Stom- und Wasseranschluss).

Aufteilung Erdgeschoss:
- Wohnzimmer: 25,5qm
- Wohnküche: Küche 6,3qm + Essen 7,0qm
- Kind: 13,9qm
- Schlafen: 14,5qm
- Diele: 9,1qm
- Bad-EG: 6,7qm
- Gäste-WC: 2,6qm
- Terrasse: 15qm (1/3 Anrechnung)

Aufteilung Untergeschoss:
- Hobbyraum 1: 18,5qm (1/2 Anrechnung)
- Hobbyraum 2: 17,9qm (1/2 Anrechnung)
- Bad-UG: 6,1qm (1/2 Anrechnung)
- Flur: 6,8qm (1/2 Anrechnung)

Separates Kellerabteil.

Bei allen Flächenangaben handelt es sich um ca-Angaben. Der beigefügte Grundriss ist nicht maßstabsgetreu.


Die Eigentumswohnung kann provisionsfrei von privat erworben werden.


Wir bitten von Makleranfragen abzusehen", Zentralheizung , 2 Tiefgaragen-Stellplätze ,, 50 MBit/s , 110 m² ,, Fernwärme , Erdgeschosswohnung , ab sofort , 
,," 3 , 3 ",2000,"Diese Dachwohnung wurde im Jahr 2000 auf ein im Jahre 1968 erbautes Haus aufgestockt. In diesem Zuge wurde das Dach sowie die Fassade erneuert. Vor knapp 10 Jahren wurde die Heizung erneurt (Gas + Solar), sodass dieses Gebäude auf einem modernen Standard ist.

Die gemütliche 3-Zimmer-Dachwohnung besticht vorallem mit den offenen, hölzernen Dachbalken. In Kombination mit dem gemauerten Holzofen kommt hier ein heimliches Wohngefühl auf. Dusche oder Badewanne? Sie müssen sich nicht enscheiden. Im gut 7m² großen Tageslichtbad wartet beides auf Sie.

Zwei Außenstellplätze (bereits im Kaufpreis enthalten) sowie ein eigenes Kellerabteil runden dieses Angebot ab und machen diese Wohnung nicht nur aufgrund der ruhigen Lage zu etwas ganz Besonderem.", Bedarfsausweis , 1 ,, 100 MBit/s , 88 m² ,, 90 kWh/(m²*a) , Dachgeschoss , 91 m² , 
,," 2 , 2 ",1972,"Die Wohnung unterliegt dem Erbbaurecht, mit einer Restlaufzeit von 50 Jahre, bis 2069. Die Wohnung befindet sich im 5. OG eines Mehrfamilienhauses in Unterschleißheim, in unmittelbarer Nähe der S-Bahn Station ""Lohhof"". Die Wohnung ist sehr praktisch geschnitten, und wirkt durch den Südbalkon, der sich über die gesamte Länge der Wohnung erstreckt,  äußerst hell und freundlich. Über den Flur gelangen Sie in das Badezimmer und in die beiden Wohnräume. Das geflieste Bad ist innenliegend. In den Wohnräumen ist Parkett-Boden verlegt. Von beiden Räumen haben Sie einen direkten Zugang auf den Balkon. Über den größeren Wohnraum, gelangen Sie in die kleine Küche, die mit einer modernen und gepflegten Einbauküche ausgestattet ist. Ein Fenster sorgt hier für ausreichend Frischluft und Tageslicht. Zur Wohnung gehört auch ein eigenes Kellerabteil. Ein Personenaufzug ist vorhanden. Außerdem ist ein Tiefgaragenstellplatz im Kaufpreis enthalten.

In dem Wohngeld in Höhe von 398,00 Euro monatlich ist der Erbbauzins bereits enthalten.", 141 kWh/(m²*a) ,,, 100 MBit/s , 61 m² ,,, Etagenwohnung , frei werdend , 
,," 3 , 3 ",1976,"Auch ein Badezimmer und ein separates Gäste-WC zählen neben drei einladenden Zimmern zu dem Objekt. Die Immobilie wurde im Jahr 1976 erbaut. Das monatliche Hausgeld beträgt 200,00 €. Beachten Sie auch, dass sich auf dem Balkon wunderbar vom Alltag erholen lässt. Ein Kellerraum steht Ihnen außerdem zur Verfügung. Es fällt keine Provision an.",,,, 100 MBit/s , 93 m² ,,, Sonstige , Sofort , 
,," 1 Stellplatz , 1 Stellplatz ",1983,"Hier wird kein Platz verschenkt: über einen kleinen Flur gelangen Sie, vorbei an einer kleinen Kochnische, direkt in den hellen großzügigen Wohnbereich. Trotz dem nachträglich eingebauten Fenster haben Sie genügend Stellfläche für Möbel.
Apropos Möbel, da diese Wohnung möbliert vermietet wurde, sind fast alle Möbel in dem Kaufpreis enthalten.
Der Clou: vom Bad aus haben Sie Zugang zu einem begehbaren Schrank.

Im Haus stehen Ihnen zusätzlich ein Kellerabteil sowie ein Waschraum und Trockenraum zur Verfügung. Über das Untergeschoss erreichen Sie auch den Fahrradraum und die Tiefgarage, in der ein schnell zu erreichender Tiefgaragenplatz (Eckplatz) auf Sie wartet. Dieser wird für 15.000 € angeboten.

Diese Wohnung ist vermietet. Die monatliche Nettomiete beträgt 516 €.
Der Tiefgaragenstellplatz ist zur Zeit nicht vermietet, kann aber für 50 € pro Monat vermietet werden.

Es besteht die Möglichkeit einer Übernahme des Darlehens zu den bestehenden Konditionen (Sollzins 1,66%).", Verbrauchsausweis ,,, 100 MBit/s , 30 m² ,," 101,5 kWh/(m²*a) ", Sonstige , 1 , 
,," 2 , 2 ",2002,"Die Wohnung liegt im EG der 2003 errichteten Wohnnlage mit insgesamt 39 Wohnungen.
Die nach Süden ausgerichtete Wohnung verfügt über eine Terrasse mit ca. 18 m² und einem Gartenanteil von ca. 12 m². Die Wohnung ist barrierefrei erreichbar. 
Zur Wohnung gehören ein Kelleranteil und ein TG-Stellplatz.
Überzeugen Sie sich bei einer Besichtigung.", liegt vor , 1 ,, 100 MBit/s , 59 m² ,, Verbrauchsausweis , Erdgeschosswohnung , nach Vereinbarung , 
,," 2,5 , 2,5 ",1970,"Die von uns exklusiv angebotene 2,5-Zimmer-Eigentumswohnung befindet sich im 2. Obergeschoss einer ca. im Jahre 1970 in Massivbauweise erstellten Wohnanlage. Ein Aufzug ist vorhanden (Halt nur im Zwischengeschoss). Die Wohnung überzeugt durch den klassischen Grundriss. Über den geräumigen Eingangsbereich haben Sie Zugang zu den Wohn- und Schlafräumen, der Küche sowie dem Badezimmer. Die in der Küche befindliche Einbauküche ist im Kaufpreis enthalten. Vom Wohnzimmer betreten Sie die geräumige West-Loggia. Hier können Sie die Abendsonne oder auch von einer Markise geschützt den Feierabend genießen. In Wohn- und Schlafzimmern sowie im Flur ist ein Parkettboden verlegt. Das Badezimmer verfügt über eine Badewanne, Waschbecken und ein WC. Die Kunststofffenster wurden ca. 2004 eingebaut. Zur Wohnung gehören ein Kellerabteil sowie ein ebenerdiger Tiefgaragenstellplatz. Zur gemeinschaftlichen Nutzung stehen ein Wasch- und Trockenkeller sowie ein Fahrradraum zur Verfügung. Die Heizanlage wurde 2007 erneuert. Gerne können Sie die Immobilie vorab durch einen virtuellen 360 ° - Rundgang besichtigen. Den Link zum Rundgang erhalten Sie direkt nachdem Sie das Exposé heruntergeladen haben. Für Fragen oder einen individuellen Besichtigungstermin stehen wir gerne zur Verfügung.", Verbrauchsausweis , 1 ,, 100 MBit/s , 68 m² ,," 117,8 kWh/(m²*a) ", Etagenwohnung , nach Vereinbarung , 
,," 2 , 2 ",1972,"Top Lage Haar, im Landkreis München, ca. 12 km östlich des Stadtzentrums der Landeshauptstadt von Bayern. 

Das Gemeindegebiet von Haar grenzt unmittelbar an den westlich gelegenen Münchener Stadtteil Trudering an.
Städtebaulich besteht ein nahtloser Übergang zwischen Trudering und Haar.

Vorteilhaft an der Wohnanlage sind die guten Einkaufsmöglichkeiten
im fußläufig erreichbaren Jagdfeldzentrum, die
sehr gute Verkehrsanbindung und die gute Anbindung an den ÖPNV. Aufgrund der Nähe zu Kindergärten und Schulen sowie der ruhigen Wohnlage ist der Standort auch gut für
Familien mit Kindern geeignet.

Die Wohnanlage besteht aus 13 Einzelgebäuden mit insgesamt 285 Wohneinheiten, Tiefgaragen und Parkflächen. Im Keller befinden sich Kinderwagen und Fahrradabstellräume
sowie Wasch- und Trockenräume.
Die Zentrale Heizung und Warmwasserversorgungsanlage
befindet sich im Kellergeschoss von Haus JFR 68. In der Außenanlage ist ein Kinderspielplatz angelegt. Insgesamt sind 186 Tiefgaragenplätze und 92 Abstellplätzen
vorhanden.

Die Freiflächen sind intensiv begrünt, Bäume und Büsche sorgen für ein naturnahes Wohnen.
Die Grundstücksfläche beträgt 23.115 m².", Zentralheizung , 1 ,, 100 MBit/s ," 57,54 m² ",, Gas , Etagenwohnung , 7 m² , 
,,,,"Das ruhig gelegene und großzügige Dachgeschoss Penthouse bietet jede Menge an Highlights. Ein Lift vom Auto direkt in die Wohnung bietet Ihnen jeglichen Komfort. Neben der guten Lage in Gronsdorf besticht das Objekt mit luxuriösen Ausstattungsmerkmalen, zwei Schlafräumen mit eigenen Badezimmern sowie einem Gäste-WC. Hochwertige Materialien im gesamten Objekt sowie eine offene Einbauküche laden Sie zum kulinarischen Kochen und genießen ein. Eine helle, großzügige sowie barrierefreie Raumaufteilung ist hier selbstverständlich. Die lokale Infrastruktur ist ideal zwischen dem Großstadttrubel und ländlicher Naherholung am Buga See gelegen. Die Riem Arcaden (Einkaufszentrum) sind fußläufig etwa 15 Gehminuten entfernt. Ärzte, Einkaufsmöglichkeiten, Gastronomie und Nahverkehr (S4, S6) sind nur wenige Minuten entfernt. Die Busverbindung (242) finden Sie direkt vor der Türe.Die Möblierung kann nach Vereinbarung mit abgelöst werden. Die Stellplätze in der Tiefgarage sind separat bepreist.Ein alleiniger Verkaufsauftrag liegt vor. Unser Auftraggeber wünscht ausdrücklich keine Kontaktaufnahme. Ein Termin zur Besichtigung muss ausdrücklich über uns vereinbart werden. Die hier dargestellten Informationen vermitteln einen ersten Eindruck zum angebotenen Objekt und dessen Ausprägung. Gerne stellen wir Ihnen dieses Angebot bei einer persönlichen Besichtigung vor.",,,,," 111,5 m² ",,,,, 
,," Sofort , Sofort ",1972,"Das gut geschnittene 3 Zimmer Objekt befindet sich in einer größeren Anlage mit weiteren 181 Wohnungen.

Die Immobilie ist mit einem Aufzug vom Keller bis zur obersten Etage ausgestattet.

Zum Objekt gehören im Erdgeschoss diverse Läden des täglichen Gebrauchs. Eine der besten Metzgereien des Landkreises liegt direkt gegenüber.", Zentralheizung , 3 ,, 100 MBit/s , 72 m² ,, Erdgas leicht , Etagenwohnung , 5 m² , 
,," 1 , 1 ",1963,"Bei dieser ansprechenden Immobilie handelt es sich um eine gepflegte Wohnung, die in der dritten Etage liegt. Das Objekt verfügt über drei einladende Zimmer. Bei der Heizungsart der Wohnung, die sich in einem 1963 erbauten Haus befindet, handelt es sich um eine Zentralheizung. Ein aktueller Energieausweis liegt vor. Das Hausgeld beläuft sich auf 210,00 € im Monat. Eine Einbauküche sowie ein Kellerraum stehen Ihnen außerdem zur Verfügung. Derzeit ist das Objekt zu einem monatlichen Mietpreis von 1.305,00 € brutto (13.140€ Nettomiete pro Jahr) vermietet. Es fällt keine Provision an.", Zentralheizung ,,, 100 MBit/s ," 74,12 m² ",, Gas , Etagenwohnung , 3 , 
,," 3 , 3 ",2016,"+++   Link zum 360°-Rundgang:  https://app.immoviewer.com/portal/tour/1570967?accessKey=5d43   +++

Neuwertiges und gehobenes Wohnen auf ca. 120 m² ermöglicht diese stilvolle und moderne Eigentumswohnung. Mit 4 Zimmern bietet sie beste Voraussetzung als neues Zuhause für Familien mit bis zu 2 Kindern. Die Immobilie befindet sich im 1. Obergeschoss eines 2016 errichteten Mehrfamilienhauses und besticht zusätzlich mit 2 Balkonen. 

Herz der Wohnung bildet das helle Wohnzimmer, das im modernen Stil des “Open Living” offen in das Esszimmer und die Küche übergeht. Bodentiefe Fenster lassen viel Tageslicht herein und die Küche ist mit einer stilvollen Einbauküche inkl. Kochinsel und Induktionsherd ausgestattet. Das große Schlafzimmer verfügt nicht nur über einen Ankleideraum und ein En-Suite-Bad mit Dusche, sondern auch über Zugang zu einem der Balkone. Den zweiten Balkon erreichen Sie über das Wohnzimmer.

Die übrige Wohnfläche verteilt sich auf 2 gleich große Kinderzimmer und ein weiteres Badezimmer, welches über eine Badewanne und Anschlüsse für Ihre Waschmaschine verfügt. Eine Fußbodenheizung, die 3fach isolierten Fenster mit automatischem Sonnen- und Blendschutz sowie ein Personenaufzug betonen das komfortable Wohnambiente. Ein Kellerabteil gewährt zusätzliche Staufläche - außerdem steht Ihnen ein eigener Stellplatz in der Tiefgarage zur Verfügung (zzgl. 20.000 €). 

Eine Hausreinigung und ein Winterdienst runden das attraktive Angebot ab. Die Wohnung ist ab September 2020 bezugsfrei. 

Objektnr.: 18879", Fernwärme , 1 Stellplatz ,, 100 MBit/s ," 120,27 m² ",, liegt vor , 1 von 4 , 4 , 
,," 2 , 2 ",1975,"Diese ruhige, gepflegte 2 Zimmer-Wohnung in der ersten Etage kann nach Absprache bezogen werden. Zu dem Objekt zählen zwei separate Zimmer und Küche. Die entsprechende Etage lässt sich bequem über einen Fahrstuhl erreichen. Zu einem ganz besonderen Schmuckstück wird das Apartment dadurch, dass es nicht nur eine Loggia mit Blick ins Grüne (Valentinspark) gibt, sondern Sie sich auch im Garten an der frischen Luft aufhalten können. Zur Verfügung steht Ihnen außerdem eine Abstellkammer in der Wohnung und Kellerraum. Umfangreiche Wärmeisolierung, Fassaden und Hauseingangssanierungen und Aufzugsreparaturen sind vor kurzem bereits durchgeführt. Bausubstanz 1A! Gemeinsamer Wäscheraum mit Münzenautomat (Waschmaschine und Trockner), Fahrradkeller. Ein Energieausweis liegt vor.", Gas , 1 ,, 100 MBit/s ," 67,55 m² ",, liegt vor , Etagenwohnung , ab sofort , 
