balcony,bathroom_number,bedroom_number,construction_year,describtion,energy_certificate,garage,heater,internetspeed_maximum,living_space,object_condition,power_consumption,property_type,room_number,total_price
,," 2 , 2 ",1980,"SONNIGE 2-ZIMMER-WOHNUNG MIT GALERIE UND WESTBALKON IN IDYLLISCH RUHIGER LAGE

* Helle Eigentumswohnung in gepflegtem Zustand
* Baujahr 1982
* 2. Obergeschoss mit Zugang zum Dachgeschoss
* Ca. 56 m² Wohnfläche zzgl. ca. 21 m² Nutzfläche
* 2 Zimmer plus wohnraummäßig ausgebauter Speicher, offene Küche, ca. 6,2 m² Westbalkon, Wannenbad, Kellerabteil, Einzel-Tiefgaragenstellplatz 
* Wasch- und Trockenkeller, Fahrradgarage, Müllraum und Grünanlagen zur gemeinschaftlichen Nutzung
* Hausmeister- und Reinigungsdienst, Gartenpflege
* Hausgeld aktuell: EUR 250,--
* Vermietet seit 2003

* Wohnanlage in gepflegtem Zustand
* Laufende Instandhaltungsmaßnahmen
* Kein Sanierungsrückstau",,,,, 56 m² ,, Verbrauchsausweis , Maisonette , 21 m² , 
,," 1 , 1 ",1994,"Wunderschöne 2-Zimmer-Wohnung in ruhiger und doch zentraler Lage der Universitätsstadt Garching. Neben einem optimalen Grundriss verfügt die Wohnung über eine schöne Süd-Terrasse umgeben von viel Grün.

Die Wohnung ist seit 20 Jahren solvent vermietet.

Die 1994 erbaute Wohnung verfügt über nur 8 Wohneinheiten, eine Tiefgarage, in der ein Einzelstellplatz zur Wohnung gehört (zzgl. € 15.000,--), einen Gemeinschaftsgarten für die Hausgemeinschaft, sowie einen Wasch- und Trockenraum mit Platz und eigenem Stromzähler für die eigenen Geräte.

Zu dieser Wohnung gehört darüber hinaus noch ein gemauerter, sehr großer Keller mit Licht, Steckdose und fester Wohnungstür.",,,,," 50,44 m² ",, Gas , Erdgeschosswohnung , 2 , 
,," 01.01.2020 , 01.01.2020 ",1988,Das Apartment liegt in einer kleineren gepflegten Wohnanlage aus dem Jahr 1986 mit sympatischen Erscheinungsbild in zentraler Lage und mit guter Infrastruktur.,,,,, 35 m² ,, liegt vor , Erdgeschosswohnung , 8 m² , 
,," 1,5 , 1,5 ",,"ERSTINSERAT im qualifizierten ALLEINAUFTRAG!

+++ HÖHENKIRCHEN-SIEGERTSBRUNN +++ EIN ORT ZUM WOHLFÜHLEN. Bayerisches Lebensgefühl mit Blick auf München. Hier leben Sie richtig!  

Vermietete und absolut ruhige 1,5 Zi.- Dachgeschosswohnung mit sep. Einbauküche, Wannenbad & TG-Einzelstellplatz. Nur 1 Gehminute von der S-Bahnhaltestelle der S7 entfernt. 

Diese sehr gepflegte und äusserst geschmackvolle Eigentumswohnung befindet sich im 3.OG ohne Lift, eines sehr charmanten Gebäudes aus dem Jahre 1993 und ist seit 1994 an eine seriöse Einzelperson störungsfrei vermietet. 

Die derzeitige Nettokaltmiete beträgt ca. € 399,26,-- inkl. Garage zzgl. umlagefähige Nebenkosten von ca. € 94,-- und ist nach den aktuell geltenden gesetzlichen Fristen steigerungsfähig. Die nicht umlagefähigen Nebenkosten belaufen sich derzeit auf ca. € 33,-- / Monat. 

Das gesamte Anwesen ist äusserst gepflegt, bestens von einer seriösen Hausverwaltung aus Poing verwaltet und gibt Ihnen die Sicherheit einer soliden Kapitalanlage mit Wachstumspotential und/ oder späterem Eigenbedarf. 

Die S-Bahnhaltestelle der S7 ""Höhenkirchen- Siegertsbrunn "" befindet sich fußläufig nur etwa 1 Gehminuten entfernt und verbindet Sie sehr schnell mit der Landeshauptstadt München und allen großen Arbeitgebern in der Umgebung. In den Kernzeiten fährt diese im 10 Minuten Takt, tagsüber alle 20 Minuten. Die Fahrzeit bis zum Münchener Hauptbahnhof beträgt nur etwa 29 Minuten. Sämtliche Einkaufsmöglichkeiten finden Sie zahlreich vor Ort.",,,,," 41,8 m² ",,, Dachgeschoss , s.u. , 
,," 2 , 2 ",1995,"Die Wohnung liegt im 2. Stock einer sehr gepflegten Wohnanlage mit 8 Wohneinheiten. 

Das Hausgeld der WEG liegt bei monatlich 262,33€. 

Der Schnitt der Wohnung ist sehr praktisch und offen gestaltet. 
Die Wohnung verfügt über einen großen und offenen Wohn- / Essbereich und ist mit einer hochwertig ausgestatteten Einbauküche versehen. 
Die offene Gestaltung der Wohnung sowie die offenen Fensterflächen zum Balkon verleihen den Räumen viel Helligkeit und Größe.
Das Bad hat neben der Badewanne auch eine Glas-Duschkabine und ist sehr großzügig geschnitten. 

Zur Wohnung gehört eine Duplex Garage, ein Kellerraum und ein Stellplatz für die Waschmaschine im Waschkeller.

Der Kaufpreis der Duplexgarage liegt bei zzgl. 20.000€ ",,,,, 47 m² ,, liegt zur Besichtigung vor , Dachgeschoss , 60 m² , 
,," 3 , 3 ",1971,"Die wunderschöne, helle 3-Zimmer-Wohnung befindet sich im 1. Obergeschoss in einer kleinen gepflegten Wohnanlage, mit 12 Wohneinheiten über 3 Geschosse verteilt mit 2 Hauseingängen. Das Wohnobjekt befindet sich in ruhiger Lage.",,,,, 78 m² ,, Öl , Etagenwohnung , ab sofort , 
,," 1 , 1 ",1972,"Die großzügige, gepflegte 1-Zimmer-Eigentumswohnung befindet sich im 3. Obergeschoss (großer Lift), einer im Jahre 1972 erstellten, ruhigen und grünen Wohnanlage. 
Hochwertig gefliestes Bad mit Badewanne und Duschvorhang, WC und Waschbecken. 
In der Diele bieten ein großer Einbauschrank und ein aufklappbarer Schuhschrank jede Menge Stauraum. 
Durch die große Fensterfront mit Isolierverglasung ist der Wohnbereich sonnig und lichtdurchflutet. Vom  geräumigen Süd-West Balkon hat man einen schönen Ausblick ins Grüne. 
Die separate, zweckmäßig ausgestattete Küche mit Herd und Backofen hat ein großes Fenster Richtung Süd-West. Durch Vorhang abgetrenntes Schlafen, in dem ein größeres Bett und ein zusätzlicher Schrank Platz haben. 
Zur Wohnung gehören ein Tiefgargen-Einzelstellplatz und ein separates Kellerabteil. Ein Wasch-/Trockenraum und ein großer Fahrradkeller, mit breitem Aufgang ins Freie, stehen zur Verfügung.
Das Wohngebäude wurde vor 2 Jahren komplett neu renoviert. 
",,,,, 35 m² ,,, Etagenwohnung , ab sofort , 
,," sofort , sofort ",2002,"Die 3-Zimmer-Dachterrassenwohnung befindet sich im 3. Stock und somit im Dachgeschoss des Ende 2002 erbauten Mehrfamilienhauses in Haar bei München.
Nach erstem Schritt in die äußerst gepflegte und lichtdurchflutete Wohnung wird man bereits von dem großzügig geschnittenen, gefliesten Flur empfangen, von welchem man, abgesehen von der Küche, in jedes Zimmer gelangt. Auf der rechten, nach Osten ausgerichteten Seite befindet sich zunächst das erste und etwas kleinere der beiden Schlafzimmer mit 13,0 qm². Neben diesem ist auch gleich das zweite Zimmer zu finden, das für verschiedene Zwecke genutzt werden kann, wie z.B. als Kinderzimmer oder auch als Büro (16,3 qm²). Folgt man der Diele, gelangt man zu dem weißen, raumhoch gefliesten Bad mit Wanne, in dem sich neben Waschbecken und WC sowohl ein Waschmaschinenanschluss als auch ein Handtuchheizkörper befinden. 
Am Ende des Flurs links findet man den Eingang zum lichtdurchfluteten, sonnigen Wohnzimmer, welches den Mittelpunkt der Wohnung darstellt und von dem aus man durch eine Verbindungstür in die separate Küche gelangt. Die große Fensterfront im Wohnzimmer als auch die einladende Raumhöhe von 3,20 m sorgen für viel Luft zum Atmen. Vom Wohnzimmer aus gelangen Sie auf das Highlight der Wohnung - der großräumigen und durch die optimale Süd- Westausrichtung sonnigen und nahezu uneinsichtigen Dachterrasse. Absolut arbeitnehmerfreundlich genießen Sie hier die letzten Sonnenstrahlen bis zum Untergang. 
Durch das relativ flache Dach, welches sich auch etwas über den Balkon zieht und diesen so teilweise vor Regen schützt,  werden raumeinnehmende Dachschrägen vermieden und lassen so mehr Spielraum bei der Innenausstattung zu.

Der Kaufpreis setzt sich wie folgt zusammen: Dachterrassenwohnung 550.000 Euro + ein TG-Stellplatz 16.000 Euro = Gesamtkaufpreis 566.000 Euro.",,,,," 81,2 m² ",, Fernwärme , Dachgeschoss ," 89,1 m² ", 
,," 4 , 4 ",,"EIN REFUGIUM FÜR DIE BEWOHNER.
EIN HERZLICHES WILLKOMMEN FÜR DIE GÄSTE.

Diese Tradition geht auf die eleganten Stadthäuser aus dem 17. Bis 19. Jahrhundert zurück: Noch heute wird das erste Obergeschoss als Beletage oder Piano nobile bezeichnet. Der Straße ein Stück weit entrückt, aber nicht zu weit oben – der erst Stock zeigt in vielen Straßenzügen noch heute eine besonders verzierte Fassade und damit seine besondere Bedeutung.

Auch Ihre neue Wohnung liegt in diesem für viele idealen Stockwerk – das Sie natürlich mit dem Aufzug, auch aus der Tiefgarage, erreichen. Und gleich nach der Eingangstür offenbart sie ihren ganz eigenen Mix aus repräsentativem und heimeligem Stil: Vom geräumigen Flur aus sind alle Räume sternförmig angeordnet. Und wer ihn durchquert, wird im großzügigen Wohnzimmer mit Fensterfront zum Balkon hin empfangen. Direkt angeschlossen ist die Küche, die Ihnen so manche Freiheit lässt: Sie können sie entweder als trendige, offene Küche gestalten – oder, wenn Ihnen eine funktionale Trennung wichtiger als Trends ist, auch in Eigenregie separieren.

Apropos Freiheit: Bei fünf Räumen genießen Sie viele Gestaltungsmöglichkeiten. Ursprünglich wurde die Wohnung so konzipiert, dass auch in Familien mit drei Kindern jedes Kind ein eigenes Zimmer erhält. Je nach Lebenssituation können Sie davon profitieren – Sie können sich aber auch ein Büro einrichten. Und eine Bibliothek. Oder einen Hauswirtschaftsraum. Oder, oder … Was auch immer Sie vorhaben: Diese Wohnung ist besonders wandlungsfähig und entwickelt sich mit Ihnen weiter.

Die Wohnung ist seit 01.05.2015 für 1.535 EUR/Monat vermietet. Es wurde ein Indexmietvertrag vereinbart. Eine Erhöhung wurde bisher nicht vorgenommen. Eine Mieterhöhung von 85 EUR/Monat könnte damit sofort vorgenommen werden.",,,,, 110 m² ,,, Etagenwohnung , 5 , 
,," 3 , 3 ",1972,"Diese freundliche Wohnung im fünften OG steht ab sofort zum Verkauf. Auch ein Badezimmer und ein separates Gäste-WC zählen neben drei schönen Zimmern zu dem Apartment. Das Objekt ist bequem über einen Fahrstuhl zu erreichen. Bei der Heizungsart der Eigentumswohnung, die sich in einem 1972 erbauten Haus befindet, handelt es sich um eine Holz-Pelletheizung. Ein aktueller Energieausweis liegt vor. Das monatliche Hausgeld beträgt 453,00 €. Zur Wohnung gehört auch ein großer Süd-Balkon. Ihnen stehen außerdem eine Einbauküche, ein Kellerraum  sowie ein TG-Stellplatz zur Verfügung. Es fällt keine Provision an.",,,,, 77 m² ,, Holz-Hackschnitzel , Etagenwohnung , ab sofort , 
,," 3 , 3 ",1953,"Die von uns angebotene Wohnung befindet sich in einer grünen und ruhigen Wohnlage von Hohenbrunn.

Über das Treppenhaus des 6-Parteienhauses gelangen Sie in das 1. Obergeschoss, in welchem sich die gut geschnittene 3-Zimmer-Wohnung befindet. Insgesamt stehen Ihnen zwei Schlafzimmer, eine abgeschlossene Küche mit Fenster, eine Speisekammer sowie ein großes Wohn- und Esszimmer zur Verfügung.

Das Badezimmer ist modern gefliest und ist mit einer bodengleichen Duschwanne mit Glas-Duschabtrennung ausgestattet.

Die abgeschlossene Küche samt Einbauküche ist mit einer Geschirrspülmaschine, Kochfeld, Backofen, Dunstabzugshaube und einem Kühlschrank inkl. Gefrierfach versehen.

Die Wohnung wird derzeit von dem Eigentümer bewohnt, welcher nach dem Verkauf weiter zur Miete in der Wohnung wohnen bleibt. Die spätere monatliche Kaltmiete beträgt € 1.000,00 (Wohnung und Carport) zzgl. Nebenkosten. Der Mietvertrag wird durch den Käufer und dem alten Eigentümer geschlossen.

Für weitere Informationen oder einen Besichtigungstermin erreichen Sie uns unter 08106 89 27 27- 0.",,,,," 66,26 m² ",, liegt vor , Etagenwohnung , nach Vereinbarung , 
,," 2 , 2 ",1975,"Diese ruhige, gepflegte 2 Zimmer-Wohnung in der ersten Etage kann nach Absprache bezogen werden. Zu dem Objekt zählen zwei separate Zimmer und Küche. Die entsprechende Etage lässt sich bequem über einen Fahrstuhl erreichen. Zu einem ganz besonderen Schmuckstück wird das Apartment dadurch, dass es nicht nur eine Loggia mit Blick ins Grüne (Valentinspark) gibt, sondern Sie sich auch im Garten an der frischen Luft aufhalten können. Zur Verfügung steht Ihnen außerdem eine Abstellkammer in der Wohnung und Kellerraum. Umfangreiche Wärmeisolierung, Fassaden und Hauseingangssanierungen und Aufzugsreparaturen sind vor kurzem bereits durchgeführt. Bausubstanz 1A! Gemeinsamer Wäscheraum mit Münzenautomat (Waschmaschine und Trockner), Fahrradkeller. Ein Energieausweis liegt vor.",,,,," 67,55 m² ",, liegt vor , Etagenwohnung , ab sofort , 
,," sofort! , sofort! ",,"Eine aussergewöhnliche, lichtdurchflutete 2-Zimmer Dachgeschosswohnung mit sonniger 7,5qm Dachterrasse erwartet Sie.

Die Wohnung liegt ruhig, zum grünen Innenhof zu gewandt, in einer sehr gepflegten hochwertigen Wohnanlage die vorwiegend von Eigentümern bewohnt wird.

Wohnung, Gebäude und Aussenanlagen wurden laufend Renoviert und Instand gehalten.

Zum Ortszentrum und zur S1 Unterschleißheim-Lohhof gelangt man in weniger als 5min. zu Fuß.

Der grosszügige Wohnungsschnitt mit teils über 3m Raumhöhe und schönem Blick von allen Wohnräumen in die grüne Umgebung wird Sie begeistern. 

Ein geräumiges, uneinsehbares Kellerabteil und der Treppenhausnahe Einzel-Tiefgaragenstellplatz sorgen für Stauraum und einen gut zugänglichen Platz für Ihr Fahrzeug.

Gemeinschaftsräume wie Trocken- Fahrradräume und KFZ-Waschplatz sind in der modernen, durchdachten Wohnanlage selbstverständlich zusätzlich vorhanden.",,,,," 60,13 m² ",,, Dachgeschoss , 15 m² , 
,," 1 , 1 ",2020,"Neubau von 1,2 und 3 Zi. Wohnungen in einer kleinen Wohnanlage ( 8 WE ) in sehr guter, ruhiger Wohnlage.",,,,," 42,92 m² ",,, Etagenwohnung , 30.04.2021 , 
,," 2 , 2 ",2016,"DESIGN trifft auf ELEGANZ

Die perfekt geschnittene, großzügige 2-Zimmer-Wohnung beeindruckt sofort durch ihre ruhige, selbstverständliche Eleganz. Klare Linien und hochwertigste Materialien schaffen ein Umfeld, in dem man sich direkt wohl- und zuhause fühlt.

Der großzügig geschnittene Wohn-/Essbereich, von dem aus man auch den großzügigen Balkon betritt, bildet dank der offenen Küche automatisch den Mittelpunkt der Wohnung: Hier möchte man gerne mit Freunden und der Familie bei einem guten Glas Wein und einem herrlichen Essen den Tag Revue passieren lassen, oder im Sommer auf dem schönen großzügingen Balkon, unter freiem Himmel, vom Alltag ausspannen. 
Im Masterbedroom kann man - dank des großen Fensters - beim Aufwachen auf Wunsch den Blick ins Freie genießen, und auch das Bad mit seinem ausgefallenen Design, separater Dusche und Badewanne lässt einen mit einem guten Gefühl in den Tag oder die Nacht starten. Die gesamte Immobilie ist ein exklusive Unikat aus hochwertigsten Materialien und mit namhaften Firmen fertig gestellt worden und befindet sich in einem hervorragenden Zustand.
Die Wohnung verfügt ausserdem über ein geräumiges Kellerabteil und einen TG-Einzelstellplatz, auf welchem selbst ein großer SUV Platz findet.

Auch die Natur kommt hier nicht zu kurz: 
Im Riemer Landschaftspark, der direkt neben der Wohnung gelegen ist, finden sich neben dem ca. 10 Hektar großen Badesee mit unterschiedlich gestalteten Uferbereichen, weitläufige Wege durch eine blütenreiche Wiesen- und Parklandschaft. 
Ein Hügel im Nord-Osten des Sees bietet eine herrliche Aussicht über die Münchner Ebene bis zu den Alpen, und ist im Winter bei den Kindern als Rodelhügel sehr beliebt. 

Verschaffen Sie sich selbst ein Bild davon, wie angenehm Wohnen in dieser Umgebung sein kann!",,,,, 94 m² ,, Bedarfsausweis , Etagenwohnung , nach Vereinbarung , 
,," 2 , 2 ",1972,"Die Wohnung unterliegt dem Erbbaurecht, mit einer Restlaufzeit von 50 Jahre, bis 2069. Die Wohnung befindet sich im 5. OG eines Mehrfamilienhauses in Unterschleißheim, in unmittelbarer Nähe der S-Bahn Station ""Lohhof"". Die Wohnung ist sehr praktisch geschnitten, und wirkt durch den Südbalkon, der sich über die gesamte Länge der Wohnung erstreckt,  äußerst hell und freundlich. Über den Flur gelangen Sie in das Badezimmer und in die beiden Wohnräume. Das geflieste Bad ist innenliegend. In den Wohnräumen ist Parkett-Boden verlegt. Von beiden Räumen haben Sie einen direkten Zugang auf den Balkon. Über den größeren Wohnraum, gelangen Sie in die kleine Küche, die mit einer modernen und gepflegten Einbauküche ausgestattet ist. Ein Fenster sorgt hier für ausreichend Frischluft und Tageslicht. Zur Wohnung gehört auch ein eigenes Kellerabteil. Ein Personenaufzug ist vorhanden. Außerdem ist ein Tiefgaragenstellplatz im Kaufpreis enthalten.

In dem Wohngeld in Höhe von 398,00 Euro monatlich ist der Erbbauzins bereits enthalten.",,,,, 61 m² ,,, Etagenwohnung , frei werdend , 
,," 1 Stellplatz , 1 Stellplatz ",1983,"Hier wird kein Platz verschenkt: über einen kleinen Flur gelangen Sie, vorbei an einer kleinen Kochnische, direkt in den hellen großzügigen Wohnbereich. Trotz dem nachträglich eingebauten Fenster haben Sie genügend Stellfläche für Möbel.
Apropos Möbel, da diese Wohnung möbliert vermietet wurde, sind fast alle Möbel in dem Kaufpreis enthalten.
Der Clou: vom Bad aus haben Sie Zugang zu einem begehbaren Schrank.

Im Haus stehen Ihnen zusätzlich ein Kellerabteil sowie ein Waschraum und Trockenraum zur Verfügung. Über das Untergeschoss erreichen Sie auch den Fahrradraum und die Tiefgarage, in der ein schnell zu erreichender Tiefgaragenplatz (Eckplatz) auf Sie wartet. Dieser wird für 15.000 € angeboten.

Diese Wohnung ist vermietet. Die monatliche Nettomiete beträgt 516 €.
Der Tiefgaragenstellplatz ist zur Zeit nicht vermietet, kann aber für 50 € pro Monat vermietet werden.

Es besteht die Möglichkeit einer Übernahme des Darlehens zu den bestehenden Konditionen (Sollzins 1,66%).",,,,, 30 m² ,," 101,5 kWh/(m²*a) ", Sonstige , 1 , 
,," 3 , 3 ",2000,"Diese Dachwohnung wurde im Jahr 2000 auf ein im Jahre 1968 erbautes Haus aufgestockt. In diesem Zuge wurde das Dach sowie die Fassade erneuert. Vor knapp 10 Jahren wurde die Heizung erneurt (Gas + Solar), sodass dieses Gebäude auf einem modernen Standard ist.

Die gemütliche 3-Zimmer-Dachwohnung besticht vorallem mit den offenen, hölzernen Dachbalken. In Kombination mit dem gemauerten Holzofen kommt hier ein heimliches Wohngefühl auf. Dusche oder Badewanne? Sie müssen sich nicht enscheiden. Im gut 7m² großen Tageslichtbad wartet beides auf Sie.

Zwei Außenstellplätze (bereits im Kaufpreis enthalten) sowie ein eigenes Kellerabteil runden dieses Angebot ab und machen diese Wohnung nicht nur aufgrund der ruhigen Lage zu etwas ganz Besonderem.",,,,, 88 m² ,, 90 kWh/(m²*a) , Dachgeschoss , 91 m² , 
,," 4 , 4 ",2000,"Die gepflegte, helle 91 qm Wohnung (Baujahr 2000) befindet sich im 1. Stock einer Mehrfamilien-Anlage. Die Häuser haben insgesamt 3 Stockwerke ohne Aufzug. Betreut wird die Anlage durch eine Hausverwaltung. Sie können das Objekt provisionsfrei von privat erwerben.",,,,, 91 m² ,, liegt zur Besichtigung vor , Etagenwohnung , 01.12.2019 , 
,," 3 , 3 ",1976,"Auch ein Badezimmer und ein separates Gäste-WC zählen neben drei einladenden Zimmern zu dem Objekt. Die Immobilie wurde im Jahr 1976 erbaut. Das monatliche Hausgeld beträgt 200,00 €. Beachten Sie auch, dass sich auf dem Balkon wunderbar vom Alltag erholen lässt. Ein Kellerraum steht Ihnen außerdem zur Verfügung. Es fällt keine Provision an.",,,,, 93 m² ,,, Sonstige , Sofort , 
,," 2 , 2 ",1972,"Top Lage Haar, im Landkreis München, ca. 12 km östlich des Stadtzentrums der Landeshauptstadt von Bayern. 

Das Gemeindegebiet von Haar grenzt unmittelbar an den westlich gelegenen Münchener Stadtteil Trudering an.
Städtebaulich besteht ein nahtloser Übergang zwischen Trudering und Haar.

Vorteilhaft an der Wohnanlage sind die guten Einkaufsmöglichkeiten
im fußläufig erreichbaren Jagdfeldzentrum, die
sehr gute Verkehrsanbindung und die gute Anbindung an den ÖPNV. Aufgrund der Nähe zu Kindergärten und Schulen sowie der ruhigen Wohnlage ist der Standort auch gut für
Familien mit Kindern geeignet.

Die Wohnanlage besteht aus 13 Einzelgebäuden mit insgesamt 285 Wohneinheiten, Tiefgaragen und Parkflächen. Im Keller befinden sich Kinderwagen und Fahrradabstellräume
sowie Wasch- und Trockenräume.
Die Zentrale Heizung und Warmwasserversorgungsanlage
befindet sich im Kellergeschoss von Haus JFR 68. In der Außenanlage ist ein Kinderspielplatz angelegt. Insgesamt sind 186 Tiefgaragenplätze und 92 Abstellplätzen
vorhanden.

Die Freiflächen sind intensiv begrünt, Bäume und Büsche sorgen für ein naturnahes Wohnen.
Die Grundstücksfläche beträgt 23.115 m².",,,,," 57,54 m² ",, Gas , Etagenwohnung , 7 m² , 
,," 2 , 2 ",1974,"+++   Link zum 360°-Rundgang: https://app.immoviewer.com/portal/tour/1572514?accessKey=5d44    +++

In attraktiver Lage von Unterschleißheim im Landkreis München steht diese teilrenovierte Eigentumswohnung zum Verkauf. Sie befindet sich im Dachgeschoss eines 1974 erbauten, 4-stöckigen Mehrfamilienhauses und bietet Ihnen eine großzügige Wohnfläche von ca. 89 m², die sich auf 3 helle und freundliche Zimmer verteilt. Ein besonderes Highlight bildet hier zudem ein ca. 7,5 m² großer, kürzlich erneuerter Sonnenbalkon mit Süd-Ausrichtung und traumhaftem Weitblick auf die grüne Umgebung.

Die gepflegte Wohnung verfügt über helle Fliesen im Flur und schöne Laminatböden im Wohnbereich. Die neuen Kunststofffenster sind mit elektrischen Rollläden ausgestattet. Zusätzlich profitieren Sie hier von einem vorteilhaften Schnitt: Um den geräumigen Eingangs- und Flurbereich mit integrierten Einbauschränken ordnen sich hier 2 Schlafzimmer, ein großzügiges Wohnzimmer, eine Küche inklusive Einbauküche sowie ein hell gefliestes Badezimmer, das über eine Badewanne verfügt und Renovierungsbedarf aufweist. Ein separates WC rundet das Raumangebot ab. 

Abgerundet wird das attraktive Angebot durch ein eigenes Kellerabteil, einen für 19.000 € erhältlichen Tiefgaragenstellplatz sowie einen komfortablen Hausreinigungs- und Winterdienst. Zuletzt wurde die Fassade des Hauses erneuert und gedämmt. Das monatliche Hausgeld für die Wohnung beläuft sich auf 380 €. 

Objektnr.: 18887",,,,," 89,05 m² ",, Öl , 4 von 4 , 3 , 
,," 2,5 , 2,5 ",1970,"Die von uns exklusiv angebotene 2,5-Zimmer-Eigentumswohnung befindet sich im 2. Obergeschoss einer ca. im Jahre 1970 in Massivbauweise erstellten Wohnanlage. Ein Aufzug ist vorhanden (Halt nur im Zwischengeschoss). Die Wohnung überzeugt durch den klassischen Grundriss. Über den geräumigen Eingangsbereich haben Sie Zugang zu den Wohn- und Schlafräumen, der Küche sowie dem Badezimmer. Die in der Küche befindliche Einbauküche ist im Kaufpreis enthalten. Vom Wohnzimmer betreten Sie die geräumige West-Loggia. Hier können Sie die Abendsonne oder auch von einer Markise geschützt den Feierabend genießen. In Wohn- und Schlafzimmern sowie im Flur ist ein Parkettboden verlegt. Das Badezimmer verfügt über eine Badewanne, Waschbecken und ein WC. Die Kunststofffenster wurden ca. 2004 eingebaut. Zur Wohnung gehören ein Kellerabteil sowie ein ebenerdiger Tiefgaragenstellplatz. Zur gemeinschaftlichen Nutzung stehen ein Wasch- und Trockenkeller sowie ein Fahrradraum zur Verfügung. Die Heizanlage wurde 2007 erneuert. Gerne können Sie die Immobilie vorab durch einen virtuellen 360 ° - Rundgang besichtigen. Den Link zum Rundgang erhalten Sie direkt nachdem Sie das Exposé heruntergeladen haben. Für Fragen oder einen individuellen Besichtigungstermin stehen wir gerne zur Verfügung.",,,,, 68 m² ,," 117,8 kWh/(m²*a) ", Etagenwohnung , nach Vereinbarung , 
,," 1 , 1 ",1963,"Bei dieser ansprechenden Immobilie handelt es sich um eine gepflegte Wohnung, die in der dritten Etage liegt. Das Objekt verfügt über drei einladende Zimmer. Bei der Heizungsart der Wohnung, die sich in einem 1963 erbauten Haus befindet, handelt es sich um eine Zentralheizung. Ein aktueller Energieausweis liegt vor. Das Hausgeld beläuft sich auf 210,00 € im Monat. Eine Einbauküche sowie ein Kellerraum stehen Ihnen außerdem zur Verfügung. Derzeit ist das Objekt zu einem monatlichen Mietpreis von 1.305,00 € brutto (13.140€ Nettomiete pro Jahr) vermietet. Es fällt keine Provision an.",,,,," 74,12 m² ",, Gas , Etagenwohnung , 3 , 
,," 2 , 2 ",2002,"Die Wohnung liegt im EG der 2003 errichteten Wohnnlage mit insgesamt 39 Wohnungen.
Die nach Süden ausgerichtete Wohnung verfügt über eine Terrasse mit ca. 18 m² und einem Gartenanteil von ca. 12 m². Die Wohnung ist barrierefrei erreichbar. 
Zur Wohnung gehören ein Kelleranteil und ein TG-Stellplatz.
Überzeugen Sie sich bei einer Besichtigung.",,,,, 59 m² ,, Verbrauchsausweis , Erdgeschosswohnung , nach Vereinbarung , 
,," Sofort , Sofort ",1972,"Das gut geschnittene 3 Zimmer Objekt befindet sich in einer größeren Anlage mit weiteren 181 Wohnungen.

Die Immobilie ist mit einem Aufzug vom Keller bis zur obersten Etage ausgestattet.

Zum Objekt gehören im Erdgeschoss diverse Läden des täglichen Gebrauchs. Eine der besten Metzgereien des Landkreises liegt direkt gegenüber.",,,,, 72 m² ,, Erdgas leicht , Etagenwohnung , 5 m² , 
,,,,"Das ruhig gelegene und großzügige Dachgeschoss Penthouse bietet jede Menge an Highlights. Ein Lift vom Auto direkt in die Wohnung bietet Ihnen jeglichen Komfort. Neben der guten Lage in Gronsdorf besticht das Objekt mit luxuriösen Ausstattungsmerkmalen, zwei Schlafräumen mit eigenen Badezimmern sowie einem Gäste-WC. Hochwertige Materialien im gesamten Objekt sowie eine offene Einbauküche laden Sie zum kulinarischen Kochen und genießen ein. Eine helle, großzügige sowie barrierefreie Raumaufteilung ist hier selbstverständlich. Die lokale Infrastruktur ist ideal zwischen dem Großstadttrubel und ländlicher Naherholung am Buga See gelegen. Die Riem Arcaden (Einkaufszentrum) sind fußläufig etwa 15 Gehminuten entfernt. Ärzte, Einkaufsmöglichkeiten, Gastronomie und Nahverkehr (S4, S6) sind nur wenige Minuten entfernt. Die Busverbindung (242) finden Sie direkt vor der Türe.Die Möblierung kann nach Vereinbarung mit abgelöst werden. Die Stellplätze in der Tiefgarage sind separat bepreist.Ein alleiniger Verkaufsauftrag liegt vor. Unser Auftraggeber wünscht ausdrücklich keine Kontaktaufnahme. Ein Termin zur Besichtigung muss ausdrücklich über uns vereinbart werden. Die hier dargestellten Informationen vermitteln einen ersten Eindruck zum angebotenen Objekt und dessen Ausprägung. Gerne stellen wir Ihnen dieses Angebot bei einer persönlichen Besichtigung vor.",,,,," 111,5 m² ",,,,, 
